serial_number_tim,serial_number_forn,createdBy,createdAt,updatedBy,updatedAt,num_consegna,workrequestid,externalrefid,associated_at,associated_by,causale,anomalia,status,wr_prodotti,cod_terr_sap,cod_nmu,codice_impresa_name,impianto,impianto_regman,status_regman,sent_to_sap,cod_proj,mac_address,serial_number_cpe,cod_terr_sap_mos,check_NMU,desc_nmu,tipo_task,flag_olo,check_u0009t,importo_u0009t,NMU WR,tipo_inserimento,client_type,data_completamento_wr,area,codice_riscontro,codice_impresa_utilizzo,descr_impresa_utilizzo,tipo_famiglia,cod_gruppo_tec,File Allegato,contatore,causale_addebito,note_addebito,post_delivery,wr_collaudo_one,impianto_collaudo_one,data_collaudo_one,status_collaudo_one,equivalenza_prod_applicabile,validated_at,validated_by,reverse,note,one_step,approved_at,approved_by
%R091779931N08212141KS,ZTE9G9LM8P03580,SAP File,2021-12-28T05:46:57.980Z,X1013719,2023-01-31T21:37:30.524Z,8402102346,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,4459436A8B48,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N082121439Y,ZTE9G9LM8P05782,SAP File,2021-12-28T05:46:57.761Z,X1013719,2023-01-31T21:37:30.403Z,8402102346,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,4459436AADB0,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N082121439Z,ZTE9G9LM8P05783,SAP File,2021-12-28T05:46:57.699Z,X1013719,2023-01-31T21:37:30.292Z,8402102346,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,4459436AADB4,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NK6,ZTE9G9LM8A31494,SAP File,2021-12-25T05:46:06.374Z,X1013719,2023-01-31T21:37:23.250Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76ADAC,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213MW6,ZTE9G9LM8A30630,SAP File,2021-12-25T05:46:05.890Z,a.cremona,2023-05-03T07:20:20.209Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,000931572849,DISCOVERATO SU REGMAN,,,C094AD76A02C,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,ROUTER LIBERO - NO MOD. U009T  PRIMO INVIO,,,
%R091779931N0821213NK5,ZTE9G9LM8A31493,SAP File,2021-12-25T05:46:05.280Z,X1013719,2023-01-31T21:37:22.989Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76ADA8,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NJW,ZTE9G9LM8A31484,SAP File,2021-12-25T05:46:05.218Z,X1013719,2023-01-31T21:37:22.861Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76AD84,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NJV,ZTE9G9LM8A31483,SAP File,2021-12-25T05:46:05.171Z,X1013719,2023-01-31T21:37:22.738Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76AD80,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NHJ,ZTE9G9LM8A31399,SAP File,2021-12-25T05:46:05.109Z,X1013719,2023-01-31T21:37:22.577Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76AC30,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NHG,ZTE9G9LM8A31396,SAP File,2021-12-25T05:46:05.046Z,X1013719,2023-01-31T21:37:22.448Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76AC24,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NHC,ZTE9G9LM8A31392,SAP File,2021-12-25T05:46:04.921Z,X1013719,2023-01-31T21:37:22.328Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76AC14,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NH9,ZTE9G9LM8A31389,SAP File,2021-12-25T05:46:04.812Z,X1013719,2023-01-31T21:37:22.201Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76AC08,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213NH5,ZTE9G9LM8A31385,SAP File,2021-12-25T05:46:04.765Z,X1013719,2023-01-31T21:37:22.039Z,8402099762,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD76ABF8,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213I3R,ZTE9G9LM8A24423,SAP File,2021-12-24T05:46:26.445Z,X1013719,2023-01-31T21:36:50.357Z,8402097704,,,,,,,Attribuito,false,IMSUS014,779931,,,,NO DISCOVERATO SU REGMAN,,,C094AD763F30,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091779931N0821213HRS,ZTE9G9LM8A23992,SAP File,2021-12-24T05:46:26.398Z,X1013719,2023-01-31T21:36:50.247Z,8402097704,,,,,,,Attribuito,false,IMSUS014,779931,,,000957992179,DISCOVERATO SU REGMAN,,,C094AD763874,,,,"TIM HUB  ZTE E C ",,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T1970,CP2126RA1QF,SAP File,2021-11-11T05:46:30.390Z,X1013719,2023-01-31T21:22:22.089Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000095879713,DISCOVERATO SU REGMAN,,,D4351D8FAC3D,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T18FN,CP2126RA2M8,SAP File,2021-11-11T05:46:28.546Z,X1013719,2023-01-31T21:22:21.980Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D8FC237,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T18BF,CP2126RA2RR,SAP File,2021-11-11T05:46:27.342Z,X1013719,2023-01-31T21:22:21.855Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D8FC617,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T17YI,CP2126RA379,SAP File,2021-11-11T05:46:25.952Z,X1013719,2023-01-31T21:22:21.634Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D8FD687,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T17RT,CP2126RA3D9,SAP File,2021-11-11T05:46:25.233Z,X1013719,2023-01-31T21:22:21.524Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000907384510,DISCOVERATO SU REGMAN,,,D4351D8FDC65,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T17PS,CP2126RA3GG,SAP File,2021-11-11T05:46:24.655Z,X1013719,2023-01-31T21:22:21.417Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000958032097,DISCOVERATO SU REGMAN,,,D4351D8FE0E1,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T17LE,CP2126RA3LW,SAP File,2021-11-11T05:46:23.139Z,X1013719,2023-01-31T21:22:21.308Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000009046800,DISCOVERATO SU REGMAN,,,D4351D8FE333,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T17K2,CP2126RA3MQ,SAP File,2021-11-11T05:46:22.749Z,X1013719,2023-01-31T21:22:21.195Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000090311655,DISCOVERATO SU REGMAN,,,D4351D8FE369,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T17HN,CP2126RA3S8,SAP File,2021-11-11T05:46:22.201Z,X1013719,2023-01-31T21:22:21.086Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000942985165,DISCOVERATO SU REGMAN,,,D4351D8FE493,,,,TIM HUB  Technicolor,,,,,,Scansionato,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T17G0,CP2126RA3TP,SAP File,2021-11-11T05:46:21.639Z,X1013719,2023-01-31T21:22:20.974Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000954031247,DISCOVERATO SU REGMAN,,,D4351D8FE4F3,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,"WR   48156088  WR SENZA CONSEGNA PRODOTTI MANCA MOD U009T PRIMO INVIO  ",,,
%3S55777277N08213T167K,CP2126RA597,SAP File,2021-11-11T05:46:18.264Z,X1013719,2023-01-31T21:22:20.865Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000957497602,DISCOVERATO SU REGMAN,,,D4351D90091F,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T15YF,CP2126RA5K8,SAP File,2021-11-11T05:46:14.263Z,CollaudoOneTool_Process_PostProcess,2024-07-11T06:19:59.157Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000903695571,DISCOVERATO SU REGMAN,,,D4351D900E9D,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,79742059,000907383556,2024-07-10T13:53:02.000Z,DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T15RU,CP2126RA5SH,SAP File,2021-11-11T05:46:13.513Z,X1013719,2023-01-31T21:22:20.647Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000909219368,DISCOVERATO SU REGMAN,,,D4351D9013D9,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T159G,CP2126RA6DE,SAP File,2021-11-11T05:46:10.670Z,RegmanTool,2023-03-08T05:50:31.411Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000909795391,DISCOVERATO SU REGMAN,,,D4351D902053,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T158E,CP2126RA6EH,SAP File,2021-11-11T05:46:09.857Z,X1013719,2023-01-31T21:22:20.427Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000931973934,DISCOVERATO SU REGMAN,,,D4351D90210F,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T14G0,CP2126RA7DA,SAP File,2021-11-11T05:46:03.904Z,X1013719,2023-01-31T21:22:20.318Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D904C77,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T14AK,CP2126RA7JL,SAP File,2021-11-11T05:46:00.873Z,X1013719,2023-01-31T21:22:20.207Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000090846079,DISCOVERATO SU REGMAN,,,D4351D905135,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T13Y6,CP2126RA7YQ,SAP File,2021-11-11T05:45:59.994Z,X1013719,2023-01-31T21:22:20.099Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000931998616,DISCOVERATO SU REGMAN,,,D4351D90609D,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T13T0,CP2126RA847,SAP File,2021-11-11T05:45:59.072Z,X1013719,2023-01-31T21:22:19.991Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D906583,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T13SX,CP2126RA846,SAP File,2021-11-11T05:45:59.025Z,RegmanTool,2025-02-19T06:00:22.862Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000953780984,DISCOVERATO SU REGMAN,,,D4351D90657B,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,78905713,000953780984,2024-06-03T13:27:17.000Z,DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T13NV,CP2126RA89Q,SAP File,2021-11-11T05:45:58.681Z,X1013719,2023-01-31T21:22:19.773Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D906BAF,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T13MY,CP2126RA8A7,SAP File,2021-11-11T05:45:57.869Z,X1013719,2023-01-31T21:22:19.663Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D906CA3,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T13MH,CP2126RA8AN,SAP File,2021-11-11T05:45:57.697Z,X1013719,2023-01-31T21:22:19.554Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D906D1F,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T13HE,CP2126RA8G3,SAP File,2021-11-11T05:45:55.603Z,X1013719,2023-01-31T21:22:19.446Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D907265,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N08213T12R0,CP2126RA9CN,SAP File,2021-11-11T05:45:49.953Z,X1013719,2023-01-31T21:22:19.335Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000941336850,DISCOVERATO SU REGMAN,,,D4351D908CFB,,,,TIM HUB  Technicolor,,,,,,DaLista,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213T1CSQ,CP2121RALRK,SAP File,2021-11-11T05:45:49.188Z,X1013719,2023-01-31T21:22:19.227Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000941797145,DISCOVERATO SU REGMAN,,,D4351D8F46DD,,,,TIM HUB  Technicolor,,,,,,Scansionato,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213T1AR4,CP2121RAP5R,SAP File,2021-11-11T05:45:47.464Z,X1013719,2023-01-31T21:22:19.119Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D8F797B,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213T18P5,CP2126RA2AU,SAP File,2021-11-11T05:45:46.933Z,RegmanTool,2023-09-23T04:51:11.083Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000954193508,DISCOVERATO SU REGMAN,,,D4351D8FB98D,,,,TIM HUB  Technicolor,,,,,,Scansionato,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213T18BG,CP2126RA2RQ,SAP File,2021-11-11T05:45:45.558Z,X1013719,2023-01-31T21:22:18.903Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000009052934,DISCOVERATO SU REGMAN,,,D4351D8FC613,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213T17UB,CP2126RA3B1,SAP File,2021-11-11T05:45:45.105Z,X1013719,2023-01-31T21:22:18.794Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D8FDA51,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213R2II5,CP2121RA5NP,SAP File,2021-11-11T05:45:43.699Z,RegmanTool,2025-03-22T06:03:04.295Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000818377706,DISCOVERATO SU REGMAN,,,D4351D8B8669,,,,TIM HUB  Technicolor,,,,,,Scansionato,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213R2IHA,CP2121RA5NA,SAP File,2021-11-11T05:45:43.636Z,RegmanTool,2025-04-27T04:51:25.130Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000009059145,DISCOVERATO SU REGMAN,,,D4351D8B8617,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N07213R2AJB,CP2121RAF5E,SAP File,2021-11-11T05:45:42.136Z,X1013719,2023-01-31T21:22:18.356Z,8402069360,,,,,,,Attribuito,false,IMSUS014,777277,,,000957706335,DISCOVERATO SU REGMAN,,,D4351D8CBAD5,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N05213H6ZFY,CP2115SABM4,SAP File,2021-11-11T05:45:40.042Z,X1013719,2023-01-31T21:22:18.030Z,8402069035,,,,,,,Attribuito,false,IMSUS014,777277,,,000953527461,DISCOVERATO SU REGMAN,,,D4351D830217,,,,TIM HUB  Technicolor,,,,,,Scansionato,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%3S55777277N05213H6ZFK,CP2115SABN3,SAP File,2021-11-11T05:45:39.933Z,X1013719,2023-01-31T21:22:17.920Z,8402069035,,,,,,,Attribuito,false,IMSUS014,777277,,,,NO DISCOVERATO SU REGMAN,,,D4351D8302D3,,,,TIM HUB  Technicolor,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N062121FVSS,ZTE9G9LM6G33115,SAP File,2021-11-05T05:46:46.404Z,X1013719,2023-01-31T21:14:13.548Z,8402066510,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,30CC21346F8F,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N062121FVS4,ZTE9G9LM6G33091,SAP File,2021-11-05T05:46:44.857Z,X1013719,2023-01-31T21:14:13.439Z,8402066510,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,30CC21346F2F,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N062121FVR8,ZTE9G9LM6G33059,SAP File,2021-11-05T05:46:43.842Z,X1013719,2023-01-31T21:14:13.331Z,8402066510,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,30CC21346EAF,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N062121FVP9,ZTE9G9LM6G32988,SAP File,2021-11-05T05:46:43.170Z,X1013719,2023-01-31T21:14:13.221Z,8402066510,,,,,,,Attribuito,false,IMSUS014,778909,,,000941328539,DISCOVERATO SU REGMAN,,,30CC21346D93,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N062121FVOQ,ZTE9G9LM6G32969,SAP File,2021-11-05T05:46:42.498Z,X1013719,2023-01-31T21:14:13.114Z,8402066510,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,30CC21346D47,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,DaLista,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N062121FSP5,ZTE9G9LM6G29096,SAP File,2021-11-05T05:46:40.967Z,X1013719,2023-01-31T21:14:13.003Z,8402066510,,,,,,,Attribuito,false,IMSUS014,778909,,,000090326683,DISCOVERATO SU REGMAN,,,30CC213430C3,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N062121FDVO,ZTE9G9LM6G09891,SAP File,2021-11-05T05:46:39.279Z,X1013719,2023-01-31T21:14:12.892Z,8402066510,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,30CC213304AF,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N0121213C5B,ZTE9G9LM1833447,SAP File,2021-11-05T05:46:36.467Z,X1013719,2023-01-31T21:14:12.782Z,8402062925,,,,,,,Attribuito,false,IMSUS014,778909,,,000954531824,DISCOVERATO SU REGMAN,,,304240B14958,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N0121212QT8,ZTE9G9LM1805796,SAP File,2021-11-05T05:46:33.477Z,X1013719,2023-01-31T21:14:12.562Z,8402061091,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,304240AF994C,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N0121212QW4,ZTE9G9LM1805900,SAP File,2021-11-05T05:46:33.133Z,X1013719,2023-01-31T21:14:12.453Z,8402061091,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,304240AF9AEC,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N0121212R06,ZTE9G9LM1806046,SAP File,2021-11-05T05:46:32.977Z,X1013719,2023-01-31T21:14:12.345Z,8402061091,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,304240AF9D34,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N0121212QXN,ZTE9G9LM1805955,SAP File,2021-11-05T05:46:32.508Z,X1013719,2023-01-31T21:14:12.236Z,8402061091,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,304240AF9BC8,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
%R091778909N0121212QZV,ZTE9G9LM1806035,SAP File,2021-11-05T05:46:32.461Z,X1013719,2023-01-31T21:14:12.125Z,8402061091,,,,,,,Attribuito,false,IMSUS014,778909,,,,NO DISCOVERATO SU REGMAN,,,304240AF9D08,,,,TIM HUB  ZTE FWACompliant tecn  FWA VOIP,,,,,,,,,,,,,Router,98,NO,,,,,,,,NO DISCOVERATO SU COLLAUDO_ONE,,,,,,,,
